framework,pattern,calls,fwtot,label
camel,.chat,14,133,camel  .chat
camel,.step,117,133,camel  .step
metagpt,.arun,0,148,metagpt  .arun
metagpt,.run_project,3,148,metagpt  .run_project
metagpt,.run,145,148,metagpt  .run
mem0,.get_all,24,162,mem0  .get_all
mem0,.update,25,162,mem0  .update
mem0,.add,55,162,mem0  .add
mem0,.search,58,162,mem0  .search
agent_framework,.execute,0,198,agent_framework  .execute
agent_framework,.run_stream,5,198,agent_framework  .run_stream
agent_framework,.run,193,198,agent_framework  .run
crewai,.kickoff_for_each_async,4,201,crewai  .kickoff_for_each_async
crewai,.kickoff_for_each,8,201,crewai  .kickoff_for_each
crewai,.kickoff_async,12,201,crewai  .kickoff_async
crewai,.kickoff,177,201,crewai  .kickoff
langchain_openai,.acall,0,214,langchain_openai  .acall
langchain_openai,.apredict,0,214,langchain_openai  .apredict
langchain_openai,.apredict_messages,0,214,langchain_openai  .apredict_messages
langchain_openai,.arun,0,214,langchain_openai  .arun
langchain_openai,.atransform,0,214,langchain_openai  .atransform
langchain_openai,.generate,0,214,langchain_openai  .generate
langchain_openai,.predict_messages,0,214,langchain_openai  .predict_messages
langchain_openai,.stream_events,0,214,langchain_openai  .stream_events
langchain_openai,.transform,0,214,langchain_openai  .transform
langchain_openai,.abatch,1,214,langchain_openai  .abatch
langchain_openai,.agenerate,1,214,langchain_openai  .agenerate
langchain_openai,.astream_events,1,214,langchain_openai  .astream_events
langchain_openai,.batch,1,214,langchain_openai  .batch
langchain_openai,.predict,1,214,langchain_openai  .predict
langchain_openai,.stream,9,214,langchain_openai  .stream
langchain_openai,.astream,11,214,langchain_openai  .astream
langchain_openai,.call,13,214,langchain_openai  .call
langchain_openai,.ainvoke,30,214,langchain_openai  .ainvoke
langchain_openai,.run,34,214,langchain_openai  .run
langchain_openai,.invoke,112,214,langchain_openai  .invoke
langchain_community,.acall,0,240,langchain_community  .acall
langchain_community,.agenerate,0,240,langchain_community  .agenerate
langchain_community,.apredict_messages,0,240,langchain_community  .apredict_messages
langchain_community,.astream_events,0,240,langchain_community  .astream_events
langchain_community,.atransform,0,240,langchain_community  .atransform
langchain_community,.predict_messages,0,240,langchain_community  .predict_messages
langchain_community,.stream_events,0,240,langchain_community  .stream_events
langchain_community,.transform,0,240,langchain_community  .transform
langchain_community,.apredict,1,240,langchain_community  .apredict
langchain_community,.call,1,240,langchain_community  .call
langchain_community,.generate,1,240,langchain_community  .generate
langchain_community,.arun,2,240,langchain_community  .arun
langchain_community,.abatch,4,240,langchain_community  .abatch
langchain_community,.astream,4,240,langchain_community  .astream
langchain_community,.batch,7,240,langchain_community  .batch
langchain_community,.stream,10,240,langchain_community  .stream
langchain_community,.run,16,240,langchain_community  .run
langchain_community,.ainvoke,22,240,langchain_community  .ainvoke
langchain_community,.predict,48,240,langchain_community  .predict
langchain_community,.invoke,124,240,langchain_community  .invoke
agents,Runner.stream,0,264,agents  Runner.stream
agents,Runner.run_streamed,16,264,agents  Runner.run_streamed
agents,Runner.run_sync,29,264,agents  Runner.run_sync
agents,Runner.run,219,264,agents  Runner.run
anthropic,beta.messages.create,0,271,anthropic  beta.messages.create
anthropic,messages.batches.create,1,271,anthropic  messages.batches.create
anthropic,messages.count_tokens,7,271,anthropic  messages.count_tokens
anthropic,completions.create,16,271,anthropic  completions.create
anthropic,messages.stream,47,271,anthropic  messages.stream
anthropic,messages.create,200,271,anthropic  messages.create
pydantic_ai,.run_sync,55,367,pydantic_ai  .run_sync
pydantic_ai,.run_stream,60,367,pydantic_ai  .run_stream
pydantic_ai,.run,252,367,pydantic_ai  .run
langgraph,.stream_events,0,382,langgraph  .stream_events
langgraph,.astream_events,1,382,langgraph  .astream_events
langgraph,.abatch,3,382,langgraph  .abatch
langgraph,.batch,4,382,langgraph  .batch
langgraph,.astream,38,382,langgraph  .astream
langgraph,.stream,47,382,langgraph  .stream
langgraph,.ainvoke,114,382,langgraph  .ainvoke
langgraph,.invoke,175,382,langgraph  .invoke
langchain,.agenerate,0,768,langchain  .agenerate
langchain,.apredict,0,768,langchain  .apredict
langchain,.apredict_messages,0,768,langchain  .apredict_messages
langchain,.atransform,0,768,langchain  .atransform
langchain,.predict_messages,0,768,langchain  .predict_messages
langchain,.transform,0,768,langchain  .transform
langchain,.abatch,2,768,langchain  .abatch
langchain,.stream_events,2,768,langchain  .stream_events
langchain,.arun,4,768,langchain  .arun
langchain,.batch,4,768,langchain  .batch
langchain,.generate,4,768,langchain  .generate
langchain,.predict,6,768,langchain  .predict
langchain,.astream_events,8,768,langchain  .astream_events
langchain,.acall,9,768,langchain  .acall
langchain,.call,15,768,langchain  .call
langchain,.astream,16,768,langchain  .astream
langchain,.stream,17,768,langchain  .stream
langchain,.run,61,768,langchain  .run
langchain,.ainvoke,122,768,langchain  .ainvoke
langchain,.invoke,498,768,langchain  .invoke
langchain_core,.abatch,0,933,langchain_core  .abatch
langchain_core,.apredict,0,933,langchain_core  .apredict
langchain_core,.apredict_messages,0,933,langchain_core  .apredict_messages
langchain_core,.predict_messages,0,933,langchain_core  .predict_messages
langchain_core,.stream_events,0,933,langchain_core  .stream_events
langchain_core,.atransform,1,933,langchain_core  .atransform
langchain_core,.batch,1,933,langchain_core  .batch
langchain_core,.call,1,933,langchain_core  .call
langchain_core,.astream_events,2,933,langchain_core  .astream_events
langchain_core,.transform,2,933,langchain_core  .transform
langchain_core,.acall,3,933,langchain_core  .acall
langchain_core,.agenerate,3,933,langchain_core  .agenerate
langchain_core,.predict,7,933,langchain_core  .predict
langchain_core,.astream,27,933,langchain_core  .astream
langchain_core,.stream,33,933,langchain_core  .stream
langchain_core,.arun,42,933,langchain_core  .arun
langchain_core,.generate,64,933,langchain_core  .generate
langchain_core,.ainvoke,190,933,langchain_core  .ainvoke
langchain_core,.invoke,224,933,langchain_core  .invoke
langchain_core,.run,333,933,langchain_core  .run
openai,responses.stream,1,1348,openai  responses.stream
openai,audio.translations.create,5,1348,openai  audio.translations.create
openai,responses.parse,7,1348,openai  responses.parse
openai,moderations.create,9,1348,openai  moderations.create
openai,audio.speech.create,23,1348,openai  audio.speech.create
openai,images.generate,25,1348,openai  images.generate
openai,audio.transcriptions.create,26,1348,openai  audio.transcriptions.create
openai,completions.create,31,1348,openai  completions.create
openai,chat.completions.parse,38,1348,openai  chat.completions.parse
openai,responses.create,137,1348,openai  responses.create
openai,embeddings.create,154,1348,openai  embeddings.create
openai,chat.completions.create,892,1348,openai  chat.completions.create
agno,.aprint_response,210,4065,agno  .aprint_response
agno,.print_response,257,4065,agno  .print_response
agno,.arun,1095,4065,agno  .arun
agno,.run,2503,4065,agno  .run
